count, gb id, description, protein id, length
2937, CP018393.1, Burkholderia pseudomallei, ARL30563.1, 469
2940, CP018054.1, Burkholderia pseudomallei, APD34463.1, 469
2943, CP004379.1, Burkholderia pseudomallei 1026b, AJX06063.1, 469
2946, CP002833.1, Burkholderia pseudomallei 1026b, AFI65302.1, 469
2949, CP008834.1, Burkholderia pseudomallei, AIP14880.1, 469
2955, CP018389.1, Burkholderia pseudomallei, ARL15360.1, 469
2958, CP018376.1, Burkholderia pseudomallei, ARK76789.1, 469
2961, CP018395.1, Burkholderia pseudomallei, ARL38433.1, 469
2964, CP018368.1, Burkholderia pseudomallei, ARK49867.1, 469
2967, CP009535.1, Burkholderia pseudomallei 7894, AJX81725.1, 469
2970, CP018373.1, Burkholderia pseudomallei, ARK67501.1, 469
2973, CP018416.1, Burkholderia pseudomallei, ARK38843.1, 469
2976, CP008916.1, Burkholderia pseudomallei, AIS45271.1, 469
2979, CP000124.1, Burkholderia pseudomallei 1710b, ABA48875.1, 469
2982, CP009899.1, Burkholderia pseudomallei Pasteur 52237, AJX60545.1, 469
2985, CP018413.1, Burkholderia pseudomallei, ARL97442.1, 469
2988, CP018414.1, Burkholderia pseudomallei, ARL99790.1, 469
2991, CP018399.1, Burkholderia pseudomallei, ARL47790.1, 469
2994, CP018380.1, Burkholderia pseudomallei, ARK87595.1, 469
2997, CP018391.1, Burkholderia pseudomallei, ARL24273.1, 469
3000, CP009270.1, Burkholderia pseudomallei MSHR2243, AIV59521.1, 469
3003, CP009153.1, Burkholderia pseudomallei MSHR3965, AIV83588.1, 469
3006, CP009235.1, Burkholderia pseudomallei MSHR62, AIV70456.1, 469
3009, CP017046.1, Burkholderia pseudomallei, APY99550.1, 469
3012, CP017048.1, Burkholderia pseudomallei, APZ13146.1, 469
3016, CP009157.1, Burkholderia pseudomallei, AIV78207.1, 469
3026, JN581990.1, Burkholderia mallei, AEO78285.1, 469
3027, JN581992.1, Burkholderia mallei, AEO78321.1, 469
3028, JN581991.1, Burkholderia mallei, AEO78301.1, 469
3029, AY028370.1, Burkholderia mallei, AAK27396.1, 469
3030, CP000875.1, Herpetosiphon aurantiacus DSM 785, ABX03681.1, 427
3034, CP029359.1, Azospirillum sp. CFH 70021, AWK90194.1, 448
3036, CP009742.1, Burkholderia mallei, ATE29035.1, 469
3038, CP000546.1, Burkholderia mallei NCTC 10229, ABN02929.1, 465
3041, CP009337.1, Burkholderia mallei, AJX01174.1, 469
3044, CP009727.1, Burkholderia mallei, ATD93505.1, 469
3047, CP009725.1, Burkholderia mallei, ATD88745.1, 469
3050, CP007802.1, Burkholderia mallei NCTC 10247, AIS30678.1, 469
3053, CP000548.1, Burkholderia mallei NCTC 10247, ABO05968.1, 465
3056, CP000526.1, Burkholderia mallei SAVP1, ABM50952.1, 471
3059, CP008711.1, Burkholderia mallei, AIO59871.1, 469
3062, CP009735.1, Burkholderia mallei, ATE12967.1, 469
3065, CP009942.1, Burkholderia mallei, AJX63670.1, 469
3068, CP009931.1, Burkholderia mallei, ATE37830.1, 469
3071, CP009929.1, Burkholderia mallei, ATE32861.1, 469
3074, CP000010.1, Burkholderia mallei ATCC 23344, AAU49979.1, 465
3077, CP009148.1, Burkholderia mallei, AIP75885.1, 469
3080, CP009733.1, Burkholderia mallei, ATE08097.1, 469
3083, CP008704.1, Burkholderia mallei, AIO51468.1, 469
3086, CP008723.1, Burkholderia mallei, AIO63701.1, 469
3089, CP010065.1, Burkholderia mallei, AJY35499.1, 469
3091, CP009707.1, Burkholderia mallei, AJX52825.1, 469
3094, CP008732.2, Burkholderia mallei, AIO82141.1, 469
3097, CP017175.1, Burkholderia mallei, AOP66484.1, 469
3100, CP009729.1, Burkholderia mallei, ATD98311.1, 469
3103, CP009587.1, Burkholderia mallei, AJX43449.1, 469
3106, CP009642.1, Burkholderia mallei, AJX48955.1, 469
3109, CP009739.1, Burkholderia mallei, ATE22785.1, 469
3112, CP009737.1, Burkholderia mallei, ATE17861.1, 469
3115, CP010348.1, Burkholderia mallei, ATE42404.1, 469
3118, CP009731.1, Burkholderia mallei, ATE03223.1, 469
3121, CP003989.2, Thioalkalivibrio nitratireducens DSM 14787, AGA33569.1, 446
3123, CP004003.1, Burkholderia pseudomallei NAU20B-16, AHE32004.1, 469
3126, CP004023.1, Burkholderia pseudomallei MSHR511, AHG35680.1, 469
3129, CP004042.1, Burkholderia pseudomallei MSHR146, AHG69394.1, 469
3133, LT984814.1, Cupriavidus taiwanensis, SPD68657.1, 426
3135, CP014304.1, Hymenobacter sp. PAMC 26628, AMJ64761.1, 429
3136, CP022530.1, Bacterioplanes sanyensis, ASP37511.1, 405
3139, CP017044.1, Burkholderia pseudomallei, APY93422.1, 469
3144, CP003653.1, Stanieria cyanosphaera PCC 7437, AFZ34646.1, 426
3148, AE008384.1, Methanosarcina mazei Go1, AAM31910.1, 504
3151, CP002014.1, Burkholderia sp. CCGE1002, ADG19410.1, 417
3153, DQ915177.1, Vibrio cholerae, ABI85330.1, 441
3154, CP012109.1, Myxococcus hansupus, AKQ65363.1, 437
3156, HQ908420.1, Burkholderia humptydooensis, ADZ55347.1, 466
3158, JF745809.1, Burkholderia humptydooensis, AEO78272.1, 466
3160, CP004095.1, Burkholderia thailandensis MSMB121, AGK48931.1, 466
3164, CP023499.1, Burkholderia thailandensis, ATF37615.1, 466
3168, LT840184.1, Paenibacillus uliginis N3/975, SMF68272.1, 435
3170, CP030929.1, Aurantimicrobium sp. MWH-Uga1, AXE54908.1, 511
3174, AP017560.1, Pseudanabaena sp. ABRG5-3, BBC22736.1, 427
3175, AP017560.1, Pseudanabaena sp. ABRG5-3, BBC24662.1, 423
3178, CP012505.1, Francisella persica ATCC VR-331, ALB01371.1, 424
3179, CP013022.1, Francisella persica ATCC VR-331, ANH77660.1, 424
3182, LT977071.1, Cupriavidus taiwanensis, SPA57071.1, 426
3186, CP002199.1, Cyanothece sp. PCC 7822, ADN17648.1, 424
3187, CP002199.1, Cyanothece sp. PCC 7822, ADN17581.1, 427
3188, AP018326.1, Nostoc commune HK-02, BBD69183.1, 427
3190, CP009515.1, Methanosarcina lacustris Z-7289, AKB73985.1, 410
3191, CP009515.1, Methanosarcina lacustris Z-7289, AKB75706.1, 425
3193, CP011520.2, Pandoraea oxalativorans, AKK25042.1, 508
3194, CP001727.1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446, ACV57338.1, 392
3195, CP000383.1, Cytophaga hutchinsonii ATCC 33406, ABG58131.1, 418
3197, CP013449.1, Burkholderia sp. Bp7605, , 0
3198, CP001287.1, Cyanothece sp. PCC 8801, ACK67324.1, 429
3199, CP001287.1, Cyanothece sp. PCC 8801, ACK67832.1, 435
3201, CP001287.1, Cyanothece sp. PCC 8801, ACK64393.1, 397
3202, CP003261.1, Clostridium pasteurianum BC1, AGK97872.1, 428
3203, CP003642.1, Cylindrospermum stagnale PCC 7417, AFZ27920.1, 434
3205, LT576451.1, Curtobacterium sp. 9128, SBN63952.1, 413
3207, CP032157.1, Pseudoflavitalea sp. 5GH32-13, AXY77092.1, 414
3208, CP032157.1, Pseudoflavitalea sp. 5GH32-13, AXY75764.1, 418
3210, CP022163.1, Melittangium boletus DSM 14713, ATB34484.1, 439
3213, CP002599.1, Burkholderia gladioli BSR3, AEA59482.1, 451
3214, CP002599.1, Burkholderia gladioli BSR3, AEA59480.1, 468
3217, CP030040.1, Acetobacterium sp. KB-1, AWW27121.1, 400
3221, CP000777.1, Patoc 1 (Ames), ABZ94464.1, 426
3222, CP035532.1, Chryseobacterium indologenes, QBA22830.1, 420
3223, CP013417.1, Burkholderia sp. MSMB0266, AOJ70706.1, 458
3224, CP013417.1, Burkholderia sp. MSMB0266, AOJ67925.1, 475
3227, CP001673.1, Flavobacteriaceae bacterium 3519-10, ACU06826.1, 409
3228, CP001673.1, Flavobacteriaceae bacterium 3519-10, ACU08758.1, 408
3229, CP002118.1, Clostridium acetobutylicum EA 2018, ADZ21379.1, 419
3230, AE001437.1, Clostridium acetobutylicum ATCC 824, AAK80284.1, 419
3231, CP002660.1, Clostridium acetobutylicum DSM 1731, AEI32283.1, 419
3232, CP030018.1, Clostridium acetobutylicum, AWV79294.1, 419
3248, CP003548.1, Nostoc sp. PCC 7107, AFY40827.1, 429
3251, CP003630.1, Microcoleus sp. PCC 7113, AFZ21379.1, 429
3254, CP008802.1, Actinotignum schaalii, AIE82605.1, 416
3277, CP028094.1, Synechocystis sp. IPPAS B-1465, AVP89557.1, 371
3282, JX649899.1, uncultured bacterium A1Q1_fos_2004, AGC72332.1, 453
3283, CP001096.1, Rhodopseudomonas palustris TIE-1, ACF03084.1, 416
3285, AP018174.1, Anabaenopsis circularis NIES-21, BAY18551.1, 429
3287, CP001737.1, Nakamurella multipartita DSM 44233, ACV80493.1, 424
3289, CP009517.1, Methanosarcina barkeri 3, AKB83465.1, 417
3290, CP009517.1, Methanosarcina barkeri 3, AKB83326.1, 430
3291, CP002528.1, Dokdonia sp. 4H-3-7-5, AEE20031.1, 430
3293, CP017916.1, Vibrio alginolyticus, ARP39455.1, 400
3294, LT630032.1, Leifsonia sp. 98AMF, SFM53192.1, 412
3296, LT629694.1, Leifsonia sp. 197AMF, SDH18645.1, 412
3298, LT629696.1, Leifsonia sp. 466MF, SDJ19891.1, 412
3300, LT629707.1, Leifsonia sp. 509MF, SDN41307.1, 412
3302, LT630002.1, Leifsonia sp. 467MF, SEM79109.1, 412
3304, LT629698.1, Leifsonia sp. 157MF, SDJ46030.1, 412
3307, CP008741.1, Bacteroides dorei, AII68848.1, 426
3308, CP008741.1, Bacteroides dorei, AII70009.1, 423
3309, CP009057.1, Bacteroides dorei, ALA74630.1, 426
3310, CP009057.1, Bacteroides dorei, ALA75732.1, 423
3311, CP022655.1, Paenibacillus sp. RUD330, ASS67330.1, 421
3314, CP002059.1, Nostoc azollae, ADI66040.1, 418
3318, CP026681.1, Peltigera membranacea cyanobiont, AVH62355.1, 426
3320, CP000113.1, Myxococcus xanthus DK 1622, ABF91603.1, 437
3321, CP002987.1, Acetobacterium woodii DSM 1030, AFA47043.1, 400
3322, CP002117.1, Methanolacinia petrolearia DSM 11571, ADN36163.1, 415
3324, CP003594.1, Synechococcus sp. PCC 7502, AFY74971.1, 430
3325, CP003594.1, Synechococcus sp. PCC 7502, AFY75118.1, 429
3327, CP007031.1, Marichromatium purpuratum 984, AHF02589.1, 448
3333, CP009549.1, Burkholderia sp. 2002721687, AJY43172.1, 402
3334, CP009549.1, Burkholderia sp. 2002721687, AJY43894.1, 475
3337, CP013380.1, Burkholderia sp. Bp5365, ALX41760.1, 458
3338, CP013380.1, Burkholderia sp. Bp5365, ALX41758.1, 475
3342, CP002830.1, Myxococcus macrosporus, AEI68093.1, 437
3345, LR134503.1, Chryseobacterium jeonii, VEI97002.1, 420
3356, AP017375.1, Stanieria sp. NIES-3757, BAU63101.1, 432
3360, CP002514.1, Chloracidobacterium thermophilum B, AEP12356.1, 425
3379, CP020559.1, Clostridium formicaceticum, ARE85827.1, 393
3381, CP014761.1, Leifsonia xyli, ANF32878.1, 399
3383, CP022989.1, Paraburkholderia aromaticivorans, ASV97020.1, 459
3384, CP007787.1, Burkholderia cepacia, AIO46938.1, 464
3386, AP014821.1, Geminocystis sp. NIES-3709, BAQ66184.1, 421
3391, CP033931.1, Chryseobacterium bernardetii, AZB35016.1, 417
3392, CP007619.1, Bacteroides dorei, AII64338.1, 431
3393, CP007619.1, Bacteroides dorei, AII62865.1, 424
3395, CP029145.1, Hymenobacter nivis, AWM35524.1, 415
3396, CP016278.1, Diaphorobacter polyhydroxybutyrativorans, ASI69212.1, 469
3397, CP013019.1, Clostridium pasteurianum, AOZ78869.1, 425
3398, CP009267.1, Clostridium pasteurianum DSM 525 = ATCC 6013, AJA47777.1, 425
3399, CP009268.1, Clostridium pasteurianum DSM 525 = ATCC 6013, AJA51765.1, 425
3400, CP013018.1, Clostridium pasteurianum DSM 525 = ATCC 6013, AOZ75074.1, 425
3405, AE017180.2, Geobacter sulfurreducens PCA, AAR34879.1, 422
3406, CP001826.1, Thermobaculum terrenum ATCC BAA-798, ACZ43686.1, 439
3407, CP002271.1, Stigmatella aurantiaca DW4/3-1, ADO71333.1, 438
3408, CP022005.1, Burkholderia gladioli pv. gladioli, ASD78254.1, 451
3409, CP022005.1, Burkholderia gladioli pv. gladioli, ASD78252.1, 468
3411, CP022213.1, Burkholderia gladioli pv. gladioli, AWY56503.1, 451
3412, CP022213.1, Burkholderia gladioli pv. gladioli, AWY56505.1, 468
3414, CP009323.1, Burkholderia gladioli, AJW97469.1, 451
3415, CP009323.1, Burkholderia gladioli, AJW99511.1, 468
3417, LT629742.1, Microterricola viridarii, SDS28081.1, 411
3427, CP000471.1, Magnetococcus marinus MC-1, ABK44926.1, 427
3431, CP014513.1, Frondihabitans sp. PAMC 28766, AMM21702.1, 418
3436, CP004371.1, Flammeovirgaceae bacterium 311, AHM58638.1, 422
3437, CP004371.1, Flammeovirgaceae bacterium 311, AHM58634.1, 428
3438, CP004371.1, Flammeovirgaceae bacterium 311, AHM59916.1, 422
3439, CP004371.1, Flammeovirgaceae bacterium 311, AHM60583.1, 430
3440, CP003364.1, Singulisphaera acidiphila DSM 18658, AGA26763.1, 393
3445, CP000951.1, Synechococcus sp. PCC 7002, ACA98428.1, 433
3447, FQ859183.1, Flavobacterium branchiophilum FL-15, CCB68858.1, 433
3448, CP011388.1, Paenibacillus swuensis, ANE47050.1, 406
3454, CP002198.1, Cyanothece sp. PCC 7822, ADN17227.1, 439
3457, CP030041.1, Echinicola strongylocentroti, AWW32056.1, 421
3460, CP011531.1, Bacteroides dorei CL03T12C01, AND21503.1, 423
3461, CP011531.1, Bacteroides dorei CL03T12C01, AND20334.1, 424
3462, CP001701.1, Cyanothece sp. PCC 8802, ACV01615.1, 428
3463, CP001701.1, Cyanothece sp. PCC 8802, ACV02735.1, 446
3465, CP001701.1, Cyanothece sp. PCC 8802, ACU99256.1, 397
3467, CP009520.1, Methanosarcina vacuolata Z-761, AKB45293.1, 420
3468, LT859958.1, Brevefilum fermentans, SMX55210.1, 427
3469, LT859958.1, Brevefilum fermentans, SMX54198.1, 427
3471, CP034160.1, Chryseobacterium sp. H6466, AZI55877.1, 417
3474, CP030850.1, Runella sp. HYN0085, AXE19281.1, 416
3475, CP030850.1, Runella sp. HYN0085, AXE20499.1, 428
3476, CP009444.1, Francisella philomiragia, AJI57607.1, 414
3479, CP000139.1, Bacteroides vulgatus ATCC 8482, ABR41572.1, 423
3480, LT629781.1, Verrucomicrobium sp. GAS474, SDT86177.1, 429
3485, CP002955.1, Cyclobacterium marinum DSM 745, AEL24482.1, 435
3487, CP022203.1, Myxococcus macrosporus DSM 14697, ATB48881.1, 437
3489, AP018166.1, Anabaena cylindrica PCC 7122, BAY03801.1, 433
3490, AP018166.1, Anabaena cylindrica PCC 7122, BAY04386.1, 425
3493, AP018166.1, Anabaena cylindrica PCC 7122, BAY03921.1, 426
3494, CP003659.1, Anabaena cylindrica PCC 7122, AFZ59172.1, 433
3495, CP003659.1, Anabaena cylindrica PCC 7122, AFZ58607.1, 425
3498, CP003659.1, Anabaena cylindrica PCC 7122, AFZ59056.1, 426
3502, CP002031.1, Geobacter sulfurreducens KN400, ADI84343.1, 422
3503, AP018172.1, Calothrix sp. NIES-2098, BAY07238.1, 418
3504, AP018172.1, Calothrix sp. NIES-2098, BAY08400.1, 436
3507, CP015249.1, Dokdonella koreensis DS-123, ANB16803.1, 410
3534, CP025958.1, Gemmata obscuriglobus, AWM42024.1, 415
3536, LT670850.1, Polaribacter sp. KT 15, SHN09907.1, 427
3537, CP034951.1, Aequorivita sp. H23M31, QAA81374.1, 420
3540, CP007547.1, Elizabethkingia anophelis NUHP1, AIL47102.1, 424
3625, CP001292.1, Cyanothece sp. PCC 7424, ACK73834.1, 429
3632, CP011390.1, Flavisolibacter tropicus, ANE52458.1, 423
3637, CP001100.1, Chloroherpeton thalassium ATCC 35110, ACF14967.1, 413
3643, CP002859.1, Runella slithyformis DSM 19594, AEI48002.1, 416
3646, CP002872.1, Francisella sp. TX077308, AEI35802.1, 414
3648, CP015199.1, Chryseobacterium glaciei, ANF50403.1, 415
3668, CP011270.1, Planctomyces sp. SH-PL14, AMV16761.1, 434
3669, CP011270.1, Planctomyces sp. SH-PL14, AMV22286.1, 477
3670, CP011270.1, Planctomyces sp. SH-PL14, AMV22651.1, 326
3833, AP018288.1, Nostoc sp. NIES-4103, BAZ47958.1, 428
3846, HF951689.1, Chthonomonas calidirosea T49, CCW36221.1, 416
3848, CP002545.1, Pseudopedobacter saltans DSM 12145, ADY52863.1, 404
3852, CP022286.1, Halomonas sp. N3-2A, ASK17926.1, 397
3855, CP032624.1, Gryllotalpicola sp. 2DFW10M-5, AYG04277.1, 421
3857, CP034367.1, Halomonas venusta, AZM96702.1, 397
3859, CP012900.1, Stenotrophomonas acidaminiphila, ALJ27061.1, 424
3861, CP033921.1, Chryseobacterium carnipullorum, AZA66809.1, 411
3862, CP033920.1, Chryseobacterium carnipullorum, AZA47473.1, 411
3863, CP034190.1, Pedobacter sp. G11, AZI25857.1, 425
3864, CP001032.1, Opitutus terrae PB90-1, ACB77238.1, 416
3865, CP001032.1, Opitutus terrae PB90-1, ACB76051.1, 418
3866, CP001032.1, Opitutus terrae PB90-1, ACB76525.1, 435
3867, CP010430.1, Geobacter sulfurreducens, AJY71608.1, 424
3868, CP014963.1, Geobacter anodireducens, ANA40481.1, 422
3869, CU207366.1, Gramella forsetii KT0803, CAL65529.1, 428
3870, CP034588.1, Silicimonas algicola, AZQ67210.1, 403
3874, CP029746.1, Serratia marcescens, AWS60481.1, 405
3875, CP028949.1, Serratia marcescens, AWC69377.1, 405
3876, CP029715.1, Serratia marcescens, AWS67379.1, 405
3877, CP028948.1, Serratia marcescens, AWC91786.1, 405
3878, CP028946.1, Serratia marcescens, AWC76190.1, 405
3879, CP012685.1, Serratia marcescens, ALE95307.1, 405
3880, CP027539.1, Serratia marcescens, AVN52179.1, 405
3882, CP027533.1, Serratia marcescens, AVN32920.1, 405
3883, CP009524.1, Methanosarcina sp. Kolksee, AKB48789.1, 420
3885, MH449679.1, Aeromonas hydrophila, AXL04976.1, 392
3886, CP022098.1, Cystobacter fuscus, ATB40570.1, 438
3889, CP009530.1, Methanosarcina barkeri 227, AKB58347.1, 420
3890, CP008746.1, Methanosarcina barkeri CM1, AKJ39135.1, 420
3891, CP009528.1, Methanosarcina barkeri MS, AKB53545.1, 420
3892, CP015125.1, Dokdonia donghaensis DSW-1, ANH60423.1, 430
3893, CP033928.1, Chryseobacterium indoltheticum, AZA61534.1, 407
3894, CP033929.1, Chryseobacterium indoltheticum, AZA72813.1, 407
3897, CP021983.2, Halomicronema hongdechloris C2206, ASC71564.1, 440
3898, CP021983.2, Halomicronema hongdechloris C2206, ASC71432.1, 438
3901, CP033934.1, Chryseobacterium balustinum, AZB31066.1, 413
3902, CP031030.1, Runella sp. SP2, AYQ35095.1, 416
3905, LT906465.1, Chryseobacterium taklimakanense, SNV47958.1, 430
3906, CP022207.1, Francisella noatunensis subsp. noatunensis FSC772, ASI20793.1, 419
3909, CP033231.1, Methylobacterium brachiatum, AYO84261.1, 410
3911, CP001681.1, Pedobacter heparinus DSM 2366, ACU06086.1, 418
3912, CP001681.1, Pedobacter heparinus DSM 2366, ACU04231.1, 420
3914, CP013068.1, Pannonibacter phragmitetus, ALV26681.1, 423
3916, AP009178.1, Nitratiruptor sp. SB155-2, BAF70504.1, 390
3922, CP026383.1, Serratia sp. SSNIH1, AUY14233.1, 405
3923, LT934425.1, Candidatus Kuenenia stuttgartiensis, SOH03043.1, 449
3929, LT629867.1, Leifsonia sp. 21MFCrub1.1, SEB00673.1, 401
3948, CP019331.1, Polaribacter sp. SA4-10, ARV05495.1, 427
3949, CP031817.1, Klebsiella pneumoniae, AYB65193.1, 469
3951, CP033905.1, Trueperella pyogenes, AZR07829.1, 394
3953, LT174605.1, Klebsiella pneumoniae, CZQ25323.1, 469
3955, CP022743.1, Mucilaginibacter sp. BJC16-A31, ASU36806.1, 417
3956, MF344556.1, Enterobacter cloacae, AVE17641.1, 469
3957, CP026157.1, Klebsiella pneumoniae, QAW99939.1, 469
3958, CP025816.1, Klebsiella pneumoniae, AUQ32032.1, 469
3959, CP023949.1, Klebsiella pneumoniae, ATM70332.1, 469
3960, CP009876.1, Klebsiella pneumoniae subsp. pneumoniae, AIX85215.1, 469
3961, CP015382.1, Klebsiella pneumoniae, APV19106.1, 469
3962, CP024535.1, Klebsiella pneumoniae, ATR35976.1, 469
3963, CP032207.1, Klebsiella pneumoniae, AXZ51241.1, 469
3964, CP025963.2, Klebsiella pneumoniae, AUT21739.1, 469
3965, CP024570.1, Klebsiella pneumoniae, ATR75098.1, 469
3966, CP024563.1, Klebsiella pneumoniae, ATR69566.1, 469
3967, CP018438.1, Klebsiella pneumoniae, APM64092.1, 469
3968, CP018692.1, Klebsiella pneumoniae, APP40679.1, 469
3969, CP024191.1, Klebsiella pneumoniae, ATQ23242.1, 469
3970, CP024528.1, Klebsiella pneumoniae, ATR30411.1, 469
3971, CP024521.1, Klebsiella pneumoniae, ATR23605.1, 469
3972, CP024549.1, Klebsiella pneumoniae, ATR57206.1, 469
3973, CP024556.1, Klebsiella pneumoniae, ATR62741.1, 469
3974, CP023907.1, Klebsiella pneumoniae, ATM34456.1, 469
3975, CP029738.1, Klebsiella pneumoniae, AWS76166.1, 469
3976, CP014762.1, Klebsiella pneumoniae, ANK22881.1, 469
3977, CP028806.1, Klebsiella pneumoniae, AWA67821.1, 469
3978, CP018671.1, Klebsiella pneumoniae, APP19551.1, 469
3979, CP027036.1, Klebsiella pneumoniae, AZI06427.1, 469
3980, CP028816.1, Klebsiella pneumoniae, AWA33159.1, 469
3981, CP026155.1, Klebsiella pneumoniae, QAW94554.1, 469
3984, CP035123.1, Escherichia coli, QAR39601.1, 469
3985, CP018965.1, Escherichia coli, AQV40216.1, 469
3986, CP026473.1, Escherichia coli, AUY27311.1, 469
3987, CP029242.1, Escherichia coli, AWJ97299.1, 469
3988, CP032892.1, Escherichia coli, AYL89324.1, 469
3989, CP032426.1, Escherichia coli, AYC45216.1, 469
3990, CP021722.1, Escherichia coli, ARX54436.1, 469
3991, CP020048.1, Escherichia coli, ARA18013.1, 469
3992, CP021535.1, Escherichia coli, ARW90622.1, 469
4004, CP006003.1, Myxococcus fulvus 124B02, AKF82419.1, 430
4007, CP025119.1, Polaribacter sp. ALD11, AUC84428.1, 412
4011, CP001964.1, Cellulomonas flavigena DSM 20109, ADG75262.1, 411
4013, CP033933.1, Chryseobacterium haifense, AZB21051.1, 408
4014, CP035493.1, Xylanimicrobium sp. FW10M-9, QAY68910.1, 401
4015, CP035493.1, Xylanimicrobium sp. FW10M-9, QAY69012.1, 426
4017, CP001619.1, Dyadobacter fermentans DSM 18053, ACT93987.1, 419
4018, CP018477.1, Thermogutta terrifontis, ASV76484.1, 406
4019, CP018477.1, Thermogutta terrifontis, ASV74977.1, 426
4020, CP003620.1, Crinalium epipsammum PCC 9333, AFZ13630.1, 427
4023, AM946015.1, Streptococcus uberis 0140J, CAR41603.1, 403
4030, CP002345.1, Paludibacter propionicigenes WB4, ADQ79292.1, 415
4031, CP021781.1, Francisella sp. FDC440, AXA33403.1, 418
4032, CP009440.1, Francisella philomiragia, AJI53187.1, 419
4037, LR134357.1, Actinomyces israelii, VEG52616.1, 420
4039, CP022435.1, Streptococcus uberis, AUC24790.1, 403
4040, LS483397.1, Streptococcus uberis, SQG46071.1, 403
4041, LS483408.1, Streptococcus uberis, SQG82896.1, 403
4042, LT629692.1, Microbacterium pygmaeum, SDH48626.1, 402
4046, CP022723.1, Bifidobacterium bifidum, AXM90826.1, 404
4049, FQ859181.1, Hyphomicrobium sp. MC1, CCB66032.1, 423
4050, CP033926.1, Chryseobacterium joostei, AZB01088.1, 417
4051, CP003811.1, Methylobacterium oryzae CBMB20, AIQ93012.1, 406
4060, CP010777.1, Rufibacter sp. DG31D, AKQ44830.1, 425
4062, AP012057.1, Ilumatobacter coccineus YM16-304, BAN03313.1, 443
4065, CP002831.1, Saprospira grandis str. Lewin, AFC26772.1, 428
4067, CP014021.1, Elizabethkingia anophelis, AVF52016.1, 435
4068, CP014020.1, Elizabethkingia anophelis, AVF48024.1, 435
4071, LT629693.1, Bradyrhizobium ottawaense, SDJ71402.1, 415
4072, AP014936.1, Sulfurifustis variabilis, BAU48084.1, 452
4073, CP017758.1, Cupriavidus necator, AQV96488.1, 419
4074, HG315671.1, Formosa agariphila KMM 3901, CDF80642.1, 420
4075, HG315671.1, Formosa agariphila KMM 3901, CDF80040.1, 419
4078, LR134002.1, Streptococcus sanguinis, VDY70954.1, 401
4081, CP023010.2, Elizabethkingia anophelis, AVJ52816.1, 435
4082, CP022143.1, Klebsiella pneumoniae, ASG35497.1, 469
4083, CP018883.1, Klebsiella pneumoniae subsp. pneumoniae, AUX49492.1, 469
4084, CP018885.1, Klebsiella pneumoniae subsp. pneumoniae, AUX59413.1, 469
4085, LS483364.1, Streptococcus sanguinis, SQF71007.1, 401
4086, CP034171.1, Chryseobacterium taklimakanense, AZI21183.1, 430
4087, LS483385.1, Streptococcus sanguinis, SQG30614.1, 401
4090, LS483346.1, Streptococcus sanguinis, SQF35153.1, 401
4097, CP028833.1, Trueperella pyogenes, AWA44496.1, 394
4106, CP000387.1, Streptococcus sanguinis SK36, ABN44901.1, 401
4107, FP929043.1, [Eubacterium] rectale M104/1, CBK92936.1, 361
4108, CP033903.1, Trueperella pyogenes, AZR03643.1, 394
4109, CP007003.1, Trueperella pyogenes TP8, AJC69148.1, 422
4110, CP007519.1, Trueperella pyogenes, AHU89459.1, 422
4115, LS483383.1, Streptococcus cristatus ATCC 51100, SQG32057.1, 400
4116, CP021388.1, Bifidobacterium breve, AUD75550.1, 422
4117, CP021389.1, Bifidobacterium breve, AUD88069.1, 422
4118, CP034173.1, Chryseobacterium taklimakanense, AZI21932.1, 430
4119, CP000478.1, Syntrophobacter fumaroxidans MPOB, ABK19027.1, 411
4122, CP004025.1, Myxococcus stipitatus DSM 14675, AGC46361.1, 431
4124, CP005957.1, Candidatus Saccharimonas aalborgensis, AGL62213.1, 404
4130, CP021393.1, Bifidobacterium breve, AUD83936.1, 422
4132, CP021391.1, Bifidobacterium breve, AUD77561.1, 422
4133, CP000303.1, Bifidobacterium breve UCC2003, ABE96457.1, 414
4134, CP021553.1, Bifidobacterium breve, AUD94213.1, 422
4135, CP033902.1, Trueperella pyogenes, AZR01769.1, 394
4136, CP011964.1, Bifidobacterium longum subsp. longum, ALO73401.1, 422
4137, CP021557.1, Bifidobacterium breve, AUE01934.1, 422
4138, CP034549.1, Nonlabens sp. MJ115, AZQ43864.1, 424
4139, CP033606.1, Lactococcus lactis, AYV49932.1, 398
4140, CP033606.1, Lactococcus lactis, AYV50527.1, 466
4141, AE005176.1, Lactococcus lactis subsp. lactis Il1403, AAK04301.1, 398
4143, CP033607.1, Lactococcus lactis, AYV51975.1, 398
4144, CP033607.1, Lactococcus lactis, AYV52649.1, 466
4145, CP020604.1, Lactococcus lactis subsp. lactis bv. diacetylactis, ARR87983.1, 398
4147, CP015896.1, Lactococcus lactis subsp. lactis, ARD95189.1, 398
4148, CP015896.1, Lactococcus lactis subsp. lactis, ARD95918.1, 466
4149, CP015906.1, Lactococcus lactis subsp. lactis, ARE07420.1, 398
4150, CP015906.1, Lactococcus lactis subsp. lactis, ARE08149.1, 466
4151, LR134323.1, Streptococcus urinalis, VEF32292.1, 407
4152, AP013042.1, endosymbiont of Bathymodiolus septemdierum str. Myojin knoll, BAS67689.1, 434
4160, LT629741.1, Gramella sp. MAR_2010_147, SDS02338.1, 429
